"Time (s)";"Temperature (°C)"
6,886340091E1;3,201171875E1
6,896340091E1;3,203515625E1
6,906340091E1;3,198437500E1
6,916340091E1;3,199218750E1
6,926340091E1;3,198437500E1
6,936340091E1;3,195312500E1
6,946340091E1;3,196484375E1
6,956340091E1;3,200000000E1
6,966340091E1;3,195312500E1
6,976340091E1;3,195703125E1
6,986340091E1;3,196093750E1
6,996340091E1;3,192968750E1
7,006340091E1;3,194140625E1
7,016340091E1;3,197656250E1
7,026340091E1;3,197265625E1
7,036340091E1;3,196484375E1
7,046340091E1;3,198828125E1
7,056340091E1;3,192578125E1
7,066340091E1;3,189453125E1
7,076340091E1;3,192187500E1
7,086340091E1;3,194531250E1
7,096340091E1;3,190234375E1
7,106340091E1;3,189453125E1
7,116340091E1;3,191796875E1
7,126340091E1;3,194531250E1
7,136340091E1;3,191796875E1
7,146340091E1;3,190234375E1
7,156340091E1;3,189453125E1
7,166340091E1;3,187890625E1
7,176340091E1;3,189453125E1
7,186340091E1;3,187890625E1
7,196340091E1;3,185937500E1
7,206340091E1;3,188671875E1
7,216340091E1;3,185937500E1
7,226340091E1;3,184375000E1
7,236340091E1;3,187890625E1
7,246340091E1;3,185156250E1
7,256340091E1;3,182812500E1
7,266340091E1;3,186718750E1
7,276340091E1;3,185156250E1
7,286340091E1;3,183593750E1
7,296340091E1;3,182812500E1
7,306340091E1;3,184375000E1
7,316340091E1;3,183984375E1
7,326340091E1;3,178515625E1
7,336340091E1;3,183984375E1
7,346340091E1;3,187890625E1
7,356340091E1;3,185156250E1
7,366340091E1;3,183593750E1
7,376340091E1;3,180859375E1
7,386340091E1;3,182421875E1
7,396340091E1;3,182812500E1
7,406340091E1;3,182421875E1
7,416340091E1;3,183203125E1
7,426340091E1;3,177734375E1
7,436340091E1;3,181250000E1
7,446340091E1;3,179296875E1
7,456340091E1;3,176171875E1
7,466340091E1;3,177734375E1
7,476340091E1;3,177734375E1
7,486340091E1;3,176171875E1
7,496340091E1;3,175390625E1
7,506340091E1;3,176171875E1
7,516340091E1;3,176953125E1
7,526340091E1;3,178515625E1
7,536340091E1;3,175390625E1
7,546340091E1;3,172656250E1
7,556340091E1;3,175390625E1
7,566340091E1;3,177734375E1
7,576340091E1;3,174609375E1
7,586340091E1;3,171875000E1
7,596340091E1;3,177734375E1
7,606340091E1;3,173437500E1
7,616340091E1;3,175390625E1
7,626340091E1;3,177734375E1
7,636340091E1;3,174609375E1
7,646340091E1;3,176171875E1
7,656340091E1;3,174609375E1
7,666340091E1;3,172656250E1
7,676340091E1;3,173437500E1
7,686340091E1;3,169921875E1
7,696340091E1;3,171484375E1
7,706340091E1;3,171093750E1
7,716340091E1;3,168750000E1
7,726340091E1;3,170703125E1
7,736340091E1;3,166796875E1
7,746340091E1;3,166796875E1
7,756340091E1;3,167968750E1
7,766340091E1;3,166796875E1
7,776340091E1;3,166015625E1
7,786340091E1;3,162109375E1
7,796340091E1;3,168750000E1
7,806340091E1;3,166015625E1
7,816340091E1;3,166015625E1
7,826340091E1;3,166015625E1
7,836340091E1;3,163671875E1
7,846340091E1;3,162890625E1
7,856340091E1;3,159375000E1
7,866340091E1;3,161328125E1
7,876340091E1;3,160156250E1
7,886340091E1;3,163671875E1
7,896340091E1;3,161328125E1
7,906340091E1;3,159375000E1
7,916340091E1;3,162890625E1
7,926340091E1;3,156640625E1
7,936340091E1;3,158593750E1
7,946340091E1;3,167968750E1
7,956340091E1;3,162890625E1
7,966340091E1;3,160156250E1
7,976340091E1;3,165234375E1
7,986340091E1;3,164453125E1
7,996340091E1;3,162109375E1
8,006340091E1;3,163671875E1
8,016340091E1;3,159375000E1
8,026340091E1;3,161328125E1
8,036340091E1;3,159375000E1
8,046340091E1;3,162109375E1
8,056340091E1;3,162109375E1
8,066340091E1;3,161328125E1
8,076340091E1;3,160156250E1
8,086340091E1;3,157031250E1
8,096340091E1;3,163671875E1
8,106340091E1;3,158593750E1
8,116340091E1;3,161328125E1
8,126340091E1;3,156640625E1
8,136340091E1;3,155078125E1
8,146340091E1;3,160156250E1
8,156340091E1;3,158593750E1
8,166340091E1;3,157031250E1
8,176340091E1;3,152734375E1
8,186340091E1;3,153515625E1
8,196340091E1;3,157812500E1
8,206340091E1;3,157812500E1
8,216340091E1;3,158593750E1
8,226340091E1;3,158203125E1
8,236340091E1;3,159765625E1
8,246340091E1;3,157031250E1
8,256340091E1;3,157031250E1
8,266340091E1;3,156640625E1
8,276340091E1;3,157031250E1
8,286340091E1;3,158203125E1
8,296340091E1;3,158984375E1
8,306340091E1;3,158984375E1
8,316340091E1;3,156250000E1
8,326340091E1;3,157031250E1
8,336340091E1;3,154687500E1
8,346340091E1;3,157031250E1
8,356340091E1;3,154687500E1
8,366340091E1;3,155468750E1
8,376340091E1;3,158203125E1
8,386340091E1;3,155468750E1
8,396340091E1;3,155468750E1
8,406340091E1;3,155468750E1
8,416340091E1;3,152734375E1
8,426340091E1;3,150390625E1
8,436340091E1;3,154687500E1
8,446340091E1;3,157031250E1
8,456340091E1;3,152734375E1
8,466340091E1;3,150390625E1
8,476340091E1;3,151171875E1
8,486340091E1;3,149609375E1
8,496340091E1;3,152734375E1
8,506340091E1;3,149609375E1
8,516340091E1;3,151953125E1
8,526340091E1;3,153515625E1
8,536340091E1;3,143359375E1
8,546340091E1;3,148046875E1
8,556340091E1;3,148046875E1
8,566340091E1;3,148046875E1
8,576340091E1;3,151171875E1
8,586340091E1;3,149609375E1
8,596340091E1;3,144531250E1
8,606340091E1;3,144140625E1
8,616340091E1;3,151171875E1
8,626340091E1;3,146093750E1
8,636340091E1;3,149609375E1
8,646340091E1;3,151171875E1
8,656340091E1;3,145312500E1
