"Time (s)";"Linear Acceleration x (m/s^2)";"Linear Acceleration y (m/s^2)";"Linear Acceleration z (m/s^2)"
3,781754583E1;3,445132017E0;-5,082254887E0;-3,981002331E0
3,791754583E1;-3,649494171E0;4,379956245E0;6,685689449E0
3,801754583E1;2,788358688E0;-2,455187559E0;-3,646000862E0
3,811754583E1;-6,303300381E0;7,773168564E0;3,905653000E0
3,821754583E1;1,175953865E0;-3,616156578E-1;2,184584618E0
3,831754583E1;1,261296511E0;-9,514999390E-1;1,652121544E0
3,841754583E1;2,425943613E0;-4,177589417E0;-3,094333172E0
3,851754583E1;-2,942218781E-1;7,409038544E-1;-2,131452560E-1
3,861754583E1;1,934182882E0;-9,795060158E-1;1,686026096E0
3,871754583E1;3,229509354E0;-5,014507294E0;2,088098049E0
3,881754583E1;-2,711106777E0;-4,724885941E0;4,511081696E0
3,891754583E1;-4,947757721E-2;1,350121260E0;5,514873028E0
3,901754583E1;-1,082745552E0;9,177947044E-1;-7,165985107E-1
