"Time (s)";"Latitude (°)";"Longitude (°)";"Height (m)";"Velocity (m/s)";"Direction (°)";"Horizontal Accuracy (m)";"Vertical Accuracy (°)"
1,551744009E2;5,235670566E1;4,890712729E0;1,875405165E0;6,860185059E-1;6,622187365E1;4,836949740E0;3,229311730E0
1,561744000E2;5,235670960E1;4,890733789E0;1,987424038E0;4,273662717E-1;7,592692281E1;4,830475781E0;3,238987613E0
1,571743988E2;5,235670698E1;4,890742199E0;1,423586354E0;3,504901956E-1;8,355866173E1;4,839783533E0;3,225063160E0
1,581743975E2;5,235671577E1;4,890755509E0;1,391206772E0;6,907567729E-1;7,468576187E1;4,837942658E0;3,227824015E0
1,591743956E2;5,235671882E1;4,890764542E0;1,639978743E0;6,537630065E-1;8,678979400E1;4,834042185E0;3,233662504E0
1,601743929E2;5,235672366E1;4,890771863E0;1,813931073E0;7,289743353E-1;8,662274602E1;4,829440591E0;3,240530915E0
1,611743900E2;5,235672556E1;4,890782161E0;1,945421110E0;6,699611429E-1;8,850007533E1;4,826735401E0;3,244558892E0
1,621743873E2;5,235672940E1;4,890800817E0;2,125996614E0;7,968508772E-1;8,682965720E1;4,822470186E0;3,250895006E0
1,631743842E2;5,235672903E1;4,890794039E0;2,344832694E0;5,020292885E-1;9,175919018E1;4,821068378E0;3,252973520E0
1,641743808E2;5,235672703E1;4,890808217E0;2,394612647E0;7,096300779E-1;9,436575207E1;4,818495745E0;3,256783042E0
1,651743776E2;5,235672705E1;4,890826544E0;2,061162673E0;8,872366697E-1;9,671715700E1;4,814289262E0;3,262997998E0
1,661743740E2;5,235672742E1;4,890830732E0;2,197311769E0;8,204283227E-1;9,082502141E1;4,810044438E0;3,269252138E0
1,671743691E2;5,235673128E1;4,890844637E0;2,242498916E0;9,454961899E-1;8,990181113E1;4,805763343E0;3,275542050E0
1,681743655E2;5,235673373E1;4,890858882E0;2,197600260E0;9,212240805E-1;8,876294558E1;4,803705924E0;3,278558589E0
1,691743610E2;5,235673405E1;4,890872712E0;1,913524426E0;9,049659318E-1;8,875308470E1;4,801466266E0;3,281837706E0
1,701743569E2;5,235673729E1;4,890889766E0;2,341397312E0;6,853053850E-1;8,186883667E1;4,801040100E0;3,282461118E0
1,711743512E2;5,235674394E1;4,890919861E0;2,043774954E0;7,355453679E-1;7,155760127E1;4,803852935E0;3,278343181E0
1,721743463E2;5,235674863E1;4,890947142E0;2,195127171E0;6,396555696E-1;6,767481077E1;4,806355538E0;3,274673033E0
1,731743416E2;5,235676107E1;4,890978860E0;1,917447343E0;8,382090925E-1;5,840097828E1;4,806000403E0;3,275194217E0
1,741743357E2;5,235677130E1;4,890993551E0;1,943626894E0;9,071174801E-1;4,927091451E1;4,800078654E0;3,283866920E0
1,751743308E2;5,235677368E1;4,890989355E0;2,270356995E0;5,683540045E-1;3,990845554E1;4,799134341E0;3,285246811E0
1,761743249E2;5,235677925E1;4,891022503E0;2,008900354E0;7,959895682E-1;5,413252741E1;4,798011118E0;3,286887030E0
1,771743195E2;5,235679215E1;4,891046474E0;1,909010588E0;9,551559827E-1;4,820129211E1;4,795190332E0;3,291000867E0
1,781743139E2;5,235680383E1;4,891083270E0;1,616384066E0;9,567715004E-1;4,436358626E1;4,790257138E0;3,298177312E0
1,791743077E2;5,235680869E1;4,891105455E0;2,177231417E0;7,098547693E-1;3,961532947E1;4,789386494E0;3,299441474E0
1,801743025E2;5,235681693E1;4,891123753E0;2,463259246E0;7,175418472E-1;3,237722899E1;4,789377575E0;3,299454422E0
1,811742958E2;5,235682330E1;4,891136905E0;2,464875571E0;6,681702754E-1;2,847732853E1;4,791632025E0;3,296179541E0
1,821742892E2;5,235683484E1;4,891146171E0;2,628531317E0;8,589615177E-1;2,772993344E1;4,788504391E0;3,300721546E0
1,831742837E2;5,235684620E1;4,891159934E0;2,383926718E0;1,036538197E0;3,098105143E1;4,784261699E0;3,306868159E0
1,841742812E2;5,235685712E1;4,891175925E0;2,453828422E0;1,107919778E0;3,733028338E1;4,774209997E0;3,321363566E0
1,851742712E2;5,235686414E1;4,891188818E0;2,459812204E0;9,897068167E-1;4,610512413E1;4,769425325E0;3,328230626E0
1,861742646E2;5,235687111E1;4,891201575E0;2,417794358E0;9,159714660E-1;5,406699388E1;4,765687422E0;3,333580721E0
1,871742582E2;5,235687855E1;4,891217709E0;2,185827918E0;1,023306532E0;5,681552280E1;4,761972932E0;3,338884668E0
1,881742513E2;5,235688470E1;4,891231933E0;2,422464623E0;9,695445260E-1;5,742830031E1;4,760099877E0;3,341554457E0
1,891742446E2;5,235689057E1;4,891245081E0;2,276887683E0;9,735637330E-1;5,718747276E1;4,758503822E0;3,343826911E0
1,901742382E2;5,235689944E1;4,891262396E0;2,319073220E0;1,102212122E0;5,929607367E1;4,757574584E0;3,345148891E0
1,911742313E2;5,235691213E1;4,891279550E0;1,955719447E0;1,133021878E0;5,284312305E1;4,758175300E0;3,344294372E0
1,921742247E2;5,235691604E1;4,891275178E0;3,125318144E0;7,621359155E-1;3,948618017E1;4,758791148E0;3,343417987E0
1,931742185E2;5,235693180E1;4,891291612E0;1,885893387E0;1,282983193E0;4,107162657E1;4,759433221E0;3,342503919E0
1,941742117E2;5,235693884E1;4,891307758E0;1,904814147E0;1,308490520E0;4,230607792E1;4,757960607E0;3,344599811E0
1,951742041E2;5,235694408E1;4,891315459E0;2,479564997E0;1,044448443E0;3,653854405E1;4,758578234E0;3,343721015E0
1,961741972E2;5,235695772E1;4,891328443E0;1,733209064E0;1,202216866E0;3,086693339E1;4,760078658E0;3,341584684E0
1,971741906E2;5,235697095E1;4,891344660E0;1,411460140E0;1,332742837E0;3,064042360E1;4,761283428E0;3,339867834E0
1,981741841E2;5,235697478E1;4,891361254E0;1,803640903E0;1,044896123E0;3,227572965E1;4,759815070E0;3,341960134E0
1,991741805E2;5,235698845E1;4,891372648E0;1,733195488E0;1,140058623E0;2,656979820E1;4,760396129E0;3,341132402E0
2,001741704E2;5,235699633E1;4,891383103E0;1,884261595E0;1,071122799E0;2,163182139E1;4,762151797E0;3,338629553E0
2,011741637E2;5,235701094E1;4,891393820E0;1,671411163E0;1,178024653E0;1,667235114E1;4,764343896E0;3,335500603E0
2,021741562E2;5,235702509E1;4,891401508E0;1,407677249E0;1,396681750E0;1,218381959E1;4,764977132E0;3,334595923E0
2,031741494E2;5,235703581E1;4,891407874E0;1,508863822E0;1,323083717E0;9,279988206E0;4,767668360E0;3,330746979E0
2,041741421E2;5,235704358E1;4,891408094E0;1,189552181E0;1,150110400E0;6,360480779E0;4,769603690E0;3,327975012E0
2,051741351E2;5,235705540E1;4,891414117E0;1,326710411E0;1,145065222E0;7,437973565E0;4,770829747E0;3,326217154E0
2,061741275E2;5,235706523E1;4,891421743E0;1,387478263E0;1,077715382E0;8,590914651E0;4,773435768E0;3,322476185E0
2,071741215E2;5,235706903E1;4,891425536E0;1,788679856E0;8,313463051E-1;5,395608375E0;4,773521563E0;3,322352919E0
2,081741132E2;5,235708517E1;4,891426123E0;1,425299083E0;1,130300798E0;4,303746481E0;4,773970090E0;3,321708387E0
