Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Illuminance (lx),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (m),Magnetic field x (µT),Magnetic field y (µT),Magnetic field z (µT),Pressure (hPa),Distance (cm),Temperature (°C)
"1,031055599E2",,,,,,,,,,,,,,,,,,,,,"1,010896912E3",,
"1,031104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,287109375E1"
"1,031121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,031218400E1",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,031245684E2",,,,,,,,"-1,362382650E0","-1,293348312E0","-1,292376518E-1",,,,,,,,,,,,,
"1,031403592E2",,,,,,,,,,,,,,,,,,"-4,302939987E1","6,673399925E0","8,149600029E0",,,
"1,031816349E2",,,,"6,385068893E-1","1,136972904E0","2,036624670E0",,,,,,,,,,,,,,,,,
"1,031939519E2","5,348556995E0","-4,568496704E0","-1,700100541E0",,,,,,,,,,,,,,,,,,,,
"1,032055599E2",,,,,,,,,,,,,,,,,,,,,"1,011467041E3",,
"1,032104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,282812500E1"
"1,032121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,032245684E2",,,,,,,,"-1,362382650E0","-1,293348312E0","-1,292376518E-1",,,,,,,,,,,,,
"1,032403592E2",,,,,,,,,,,,,,,,,,"-4,047959900E1","1,749480057E1","3,769799948E0",,,
"1,032427905E1",,,,,,,,"-3,669725657E-1","7,587623596E-2","3,662938595E0",,,,,,,,,,,,,
"1,032816349E2",,,,"3,443752825E-1","-1,007927656E-1","2,976440907E0",,,,,,,,,,,,,,,,,
"1,032939519E2","6,522236347E0","-1,000678444E1","-2,157727718E0",,,,,,,,,,,,,,,,,,,,
"1,033055599E2",,,,,,,,,,,,,,,,,,,,,"1,011248474E3",,
"1,033104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,283593750E1"
"1,033121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,033245684E2",,,,,,,,"5,478051662E0","-1,128889084E0","-1,132526159E0",,,,,,,,,,,,,
"1,033403592E2",,,,,,,,,,,,,,,,,,"-3,348899841E1","2,760859871E1","2,500999928E0",,,
"1,033816349E2",,,,"9,010262042E-2","-4,758640230E-1","1,908953905E0",,,,,,,,,,,,,,,,,
"1,033939519E2","7,230511665E0","-1,001456070E1","-2,954537868E0",,,,,,,,,,,,,,,,,,,,
"1,034035919E1",,,,,,,,,,,,,,,,,,"-1,176079941E1","3,476999998E0","4,567679977E1",,,
"1,034055599E2",,,,,,,,,,,,,,,,,,,,,"1,011062988E3",,
"1,034104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,282421875E1"
"1,034121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,034245684E2",,,,,,,,"5,478051662E0","-1,128889084E0","-1,132526159E0",,,,,,,,,,,,,
"1,034403592E2",,,,,,,,,,,,,,,,,,"-3,012179947E1","3,161019897E1","5,551000118E0",,,
"1,034816349E2",,,,"-3,772092983E-2","1,988366395E-1","-1,070694089E0",,,,,,,,,,,,,,,,,
"1,034939519E2","6,431907177E0","-9,559326172E0","-2,894717216E0",,,,,,,,,,,,,,,,,,,,
"1,035055599E2",,,,,,,,,,,,,,,,,,,,,"1,010821594E3",,
"1,035104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,285546875E1"
"1,035121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,035245684E2",,,,,,,,"1,279245853E0","1,031703949E-1","6,633059978E-1",,,,,,,,,,,,,
"1,035403592E2",,,,,,,,,,,,,,,,,,"-3,350119781E1","2,749880028E1","4,538399696E0",,,
"1,035816349E2",,,,"-1,249219403E-1","7,101308554E-2","-1,790598750E0",,,,,,,,,,,,,,,,,
"1,035939519E2","6,350551128E0","-1,025803089E1","-2,195414782E0",,,,,,,,,,,,,,,,,,,,
"1,036055599E2",,,,,,,,,,,,,,,,,,,,,"1,011132751E3",,
"1,036104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,290234375E1"
"1,036121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,036245684E2",,,,,,,,"5,520825386E-1","-1,697857857E0","1,149731755E0",,,,,,,,,,,,,
"1,036403592E2",,,,,,,,,,,,,,,,,,"-3,864960098E1","2,020319939E1","6,063399792E0",,,
"1,036816349E2",,,,"-8,168795705E-1","-5,337435007E-1","-2,271044254E0",,,,,,,,,,,,,,,,,
"1,036939519E2","6,946962357E0","-7,795815945E0","-2,474776745E0",,,,,,,,,,,,,,,,,,,,
"1,037055599E2",,,,,,,,,,,,,,,,,,,,,"1,010901794E3",,
"1,037104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,287890625E1"
"1,037121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,037245684E2",,,,,,,,"5,520825386E-1","-1,697857857E0","1,149731755E0",,,,,,,,,,,,,
"1,037403592E2",,,,,,,,,,,,,,,,,,"-4,167519760E1","1,011380005E1","8,698599815E0",,,
"1,037816349E2",,,,"-1,073595643E0","-1,201113820E0","-1,779603124E0",,,,,,,,,,,,,,,,,
"1,037939519E2","5,297709465E0","-4,754538536E0","-1,508076429E0",,,,,,,,,,,,,,,,,,,,
"1,038055599E2",,,,,,,,,,,,,,,,,,,,,"1,010783691E3",,
"1,038104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,285156250E1"
"1,038121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,038163494E1",,,,"1,862986326E0","1,243110746E-1","1,131016970E0",,,,,,,,,,,,,,,,,
"1,038245684E2",,,,,,,,"-7,425407887E0","1,355723381E0","1,644333601E0",,,,,,,,,,,,,
"1,038403592E2",,,,,,,,,,,,,,,,,,"-4,134579849E1","3,647799969E0","1,367619991E1",,,
"1,038816349E2",,,,"4,288274050E-1","6,673702598E-1","3,510948122E-1",,,,,,,,,,,,,,,,,
"1,038939519E2","3,077169895E0","-2,918047190E0","-2,015953064E0",,,,,,,,,,,,,,,,,,,,
"1,039055599E2",,,,,,,,,,,,,,,,,,,,,"1,010932983E3",,
"1,039104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,288281250E1"
"1,039121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,039245684E2",,,,,,,,"-3,756202936E0","2,684005737E0","3,307712078E-1",,,,,,,,,,,,,
"1,039395187E1","5,898307562E-1","-4,808377266E0","-3,725624800E0",,,,,,,,,,,,,,,,,,,,
"1,039403592E2",,,,,,,,,,,,,,,,,,"-4,204119873E1","5,880399704E0","9,869799614E0",,,
"1,039816349E2",,,,"8,509352803E-1","1,461189628E0","1,820073009E0",,,,,,,,,,,,,,,,,
"1,039939519E2","5,245665550E0","-4,434498787E0","-2,252244234E0",,,,,,,,,,,,,,,,,,,,
"1,040055599E2",,,,,,,,,,,,,,,,,,,,,"1,011286011E3",,
"1,040104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,283984375E1"
"1,040121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,040245684E2",,,,,,,,"4,835100174E-1","-7,354507446E-1","7,301397324E-1",,,,,,,,,,,,,
"1,040359189E0",,,,,,,,,,,,,,,,,,"-2,352159882E1","2,840159988E1","-2,735239983E1",,,
"1,040403592E2",,,,,,,,,,,,,,,,,,"-4,080899811E1","1,551839924E1","5,124000072E0",,,
"1,040517732E2",,,,,,,,,,,"5,201068533E1","5,094908330E0","3,201111944E0","4,620382309E0","2,189835510E2","5,276224613E0","3,004124165E0",,,,,,
"1,040555995E1",,,,,,,,,,,,,,,,,,,,,"1,011313354E3",,
"1,040816349E2",,,,"5,534439087E-1","1,287398487E-1","2,881298542E0",,,,,,,,,,,,,,,,,
"1,040939519E2","7,423133850E0","-1,124985600E1","-2,606382132E0",,,,,,,,,,,,,,,,,,,,
"1,041041375E1",,,,,,,,,,,,,,,,,,,,,,,"3,511328125E1"
"1,041055599E2",,,,,,,,,,,,,,,,,,,,,"1,011068359E3",,
"1,041104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,282812500E1"
"1,041121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,041218400E1",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,041245684E2",,,,,,,,"3,701851606E0","-2,498349190E0","-1,860487819E0",,,,,,,,,,,,,
"1,041403592E2",,,,,,,,,,,,,,,,,,"-3,405019760E1","2,702299881E1","3,708799839E0",,,
"1,041816349E2",,,,"3,955352604E-1","-2,293798923E-1","1,963473558E0",,,,,,,,,,,,,,,,,
"1,041939519E2","7,633104324E0","-9,854840279E0","-2,652443886E0",,,,,,,,,,,,,,,,,,,,
"1,042055599E2",,,,,,,,,,,,,,,,,,,,,"1,010852112E3",,
"1,042104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,285937500E1"
"1,042121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,042245684E2",,,,,,,,"2,595482588E0","4,243478775E-1","-8,604208231E-1",,,,,,,,,,,,,
"1,042293566E1",,,,,,,,"3,251944542E0","-4,364924431E-1","3,822973967E0",,,,,,,,,,,,,
"1,042403592E2",,,,,,,,,,,,,,,,,,"-3,052439880E1","2,997539902E1","3,964999914E0",,,
"1,042816349E2",,,,"3,323107064E-1","9,468411095E-3","-1,039539933E0",,,,,,,,,,,,,,,,,
"1,042939519E2","5,839085579E0","-9,450452805E0","-2,149353027E0",,,,,,,,,,,,,,,,,,,,
"1,043055599E2",,,,,,,,,,,,,,,,,,,,,"1,010687195E3",,
"1,043104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,283984375E1"
"1,043121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,043245684E2",,,,,,,,"2,938289642E-1","-1,398400307E0","-1,348772407E0",,,,,,,,,,,,,
"1,043403592E2",,,,,,,,,,,,,,,,,,"-3,296440125E1","2,599819946E1","3,684399843E0",,,
"1,043816349E2",,,,"2,764165215E-2","3,019201458E-1","-1,586417079E0",,,,,,,,,,,,,,,,,
"1,043939519E2","5,333003521E0","-9,677172661E0","-2,546561480E0",,,,,,,,,,,,,,,,,,,,
"1,044035919E1",,,,,,,,,,,,,,,,,,"-1,111419964E1","1,128499985E1","4,382239914E1",,,
"1,044055599E2",,,,,,,,,,,,,,,,,,,,,"1,011201782E3",,
"1,044088544E1",,,,,,,"6,875000000E-1",,,,,,,,,,,,,,,,
"1,044104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,285546875E1"
"1,044121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,044245684E2",,,,,,,,"3,266799450E0","-3,082024574E0","1,980491877E-1",,,,,,,,,,,,,
"1,044403592E2",,,,,,,,,,,,,,,,,,"-3,738079834E1","1,860499954E1","4,196799755E0",,,
"1,044816349E2",,,,"-9,789115787E-1","-4,809036553E-1","-2,179567099E0",,,,,,,,,,,,,,,,,
"1,044939519E2","6,049055576E0","-7,031907558E0","-2,322234392E0",,,,,,,,,,,,,,,,,,,,
"1,045055599E2",,,,,,,,,,,,,,,,,,,,,"1,010945557E3",,
"1,045104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,281640625E1"
"1,045121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,045245684E2",,,,,,,,"-1,952382565E0","-8,312401772E-1","-1,235435009E-1",,,,,,,,,,,,,
"1,045403592E2",,,,,,,,,,,,,,,,,,"-4,193140030E1","9,394000053E0","7,917799950E0",,,
"1,045816349E2",,,,"-7,999280095E-1","-4,297437072E-1","-1,063210964E0",,,,,,,,,,,,,,,,,
"1,045939519E2","6,614958286E0","-6,784848690E0","-1,764706731E0",,,,,,,,,,,,,,,,,,,,
"1,046055599E2",,,,,,,,,,,,,,,,,,,,,"1,010930786E3",,
"1,046104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,287109375E1"
"1,046121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,046245684E2",,,,,,,,"-5,177575111E0","1,618951082E0","2,117089748E0",,,,,,,,,,,,,
"1,046403592E2",,,,,,,,,,,,,,,,,,"-4,152880096E1","2,354599953E0","1,118739986E1",,,
"1,046816349E2",,,,"-2,687807009E-2","7,458664775E-1","3,298672289E-2",,,,,,,,,,,,,,,,,
"1,046939519E2","2,809772015E0","-2,221137524E0","-2,094317913E0",,,,,,,,,,,,,,,,,,,,
"1,047055599E2",,,,,,,,,,,,,,,,,,,,,"1,011033936E3",,
"1,047104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,284765625E1"
"1,047121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,047245684E2",,,,,,,,"-4,303268433E0","3,706519842E0","-2,639467716E-1",,,,,,,,,,,,,
"1,047403592E2",,,,,,,,,,,,,,,,,,"-4,104079819E1","1,573799968E0","8,210599899E0",,,
"1,047816349E2",,,,"5,558874011E-1","9,198103547E-1","2,464841366E0",,,,,,,,,,,,,,,,,
"1,047904347E0",,,,,,,,"1,338867188E1","1,000446796E0","1,785014868E0",,,,,,,,,,,,,
"1,047939519E2","6,471987247E0","-4,265206337E0","-2,444866419E0",,,,,,,,,,,,,,,,,,,,
"1,048055599E2",,,,,,,,,,,,,,,,,,,,,"1,011504761E3",,
"1,048104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,284765625E1"
"1,048121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,048163495E1",,,,"1,554041147E0","-3,254384696E-1","8,613200188E-1",,,,,,,,,,,,,,,,,
"1,048245684E2",,,,,,,,"-1,682729721E-1","2,842702866E-1","-2,839932442E-1",,,,,,,,,,,,,
"1,048403592E2",,,,,,,,,,,,,,,,,,"-3,839339828E1","1,067500019E1","4,623799801E0",,,
"1,048816349E2",,,,"3,326161206E-1","5,482515693E-1","2,935513020E0",,,,,,,,,,,,,,,,,
"1,048939519E2","7,158727169E0","-9,560523033E0","-2,022533417E0",,,,,,,,,,,,,,,,,,,,
"1,049055599E2",,,,,,,,,,,,,,,,,,,,,"1,011249695E3",,
"1,049104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,289843750E1"
"1,049121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,049245684E2",,,,,,,,"3,550818443E0","-1,285343170E0","-2,464529276E-1",,,,,,,,,,,,,
"1,049395187E1","2,344966173E0","-8,602795601E0","-6,177670002E0",,,,,,,,,,,,,,,,,,,,
"1,049403592E2",,,,,,,,,,,,,,,,,,"-3,298880005E1","2,037400055E1","5,001999855E0",,,
"1,049816349E2",,,,"-1,017090604E-1","-6,539312601E-1","8,817839622E-1",,,,,,,,,,,,,,,,,
"1,049939519E2","7,646862984E0","-1,037228775E1","-3,023929596E0",,,,,,,,,,,,,,,,,,,,
"1,050055599E2",,,,,,,,,,,,,,,,,,,,,"1,011091553E3",,
"1,050104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,286328125E1"
"1,050121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,050245684E2",,,,,,,,"3,347941399E0","-6,618680954E-1","-1,665054917E0",,,,,,,,,,,,,
"1,050403592E2",,,,,,,,,,,,,,,,,,"-2,732799911E1","2,599819946E1","5,721799850E0",,,
"1,050516392E2",,,,,,,,,,,"5,201065362E1","5,094861570E0","3,469611403E0","4,748847961E0","2,206507721E2","5,219547272E0","3,014672756E0",,,,,,
"1,050555995E1",,,,,,,,,,,,,,,,,,,,,"1,011259399E3",,
"1,050816349E2",,,,"1,020144969E-1","-1,834122837E-1","-6,841690540E-1",,,,,,,,,,,,,,,,,
"1,050939519E2","6,805785656E0","-8,742177963E0","-1,948355794E0",,,,,,,,,,,,,,,,,,,,
"1,051041375E1",,,,,,,,,,,,,,,,,,,,,,,"3,508203125E1"
"1,051055599E2",,,,,,,,,,,,,,,,,,,,,"1,010868896E3",,
"1,051104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,286328125E1"
"1,051121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,051218400E1",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,051245684E2",,,,,,,,"1,121187210E0","2,841939926E-1","-2,230097055E-1",,,,,,,,,,,,,
"1,051403592E2",,,,,,,,,,,,,,,,,,"-2,746220016E1","2,371679878E1","5,050799847E0",,,
"1,051816349E2",,,,"-2,446515262E-1","-2,739730477E-1","-2,092366219E0",,,,,,,,,,,,,,,,,
"1,051939519E2","4,919643402E0","-9,275178909E0","-1,936989903E0",,,,,,,,,,,,,,,,,,,,
"1,052055599E2",,,,,,,,,,,,,,,,,,,,,"1,011195312E3",,
"1,052104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,287500000E1"
"1,052121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,052163494E1",,,,,,,,"4,063126564E0","-4,555476189E0","-5,596318722E0",,,,,,,,,,,,,
"1,052245684E2",,,,,,,,"1,560858250E0","-3,670122147E0","-1,122329235E0",,,,,,,,,,,,,
"1,052403592E2",,,,,,,,,,,,,,,,,,"-3,200059891E1","1,950779915E1","4,648200035E0",,,
"1,052816349E2",,,,"-8,555167913E-1","-4,418082833E-1","-2,245082378E0",,,,,,,,,,,,,,,,,
"1,052939519E2","6,629314899E0","-7,840083599E0","-2,132603168E0",,,,,,,,,,,,,,,,,,,,
"1,052958641E1",,,,,,,"1,688749909E0",,,,,,,,,,,,,,,,
"1,053055599E2",,,,,,,,,,,,,,,,,,,,,"1,010954834E3",,
"1,053104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,287109375E1"
"1,053121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,053245684E2",,,,,,,,"-1,149509430E0","-2,095639706E0","3,723876476E-1",,,,,,,,,,,,,
"1,053403592E2",,,,,,,,,,,,,,,,,,"-3,656340027E1","1,141919994E1","5,001999855E0",,,
"1,053816349E2",,,,"-8,875871897E-1","-6,608034968E-1","-1,185231328E0",,,,,,,,,,,,,,,,,
"1,053939519E2","6,849454880E0","-7,182057381E0","-2,157727718E0",,,,,,,,,,,,,,,,,,,,
"1,054035919E1",,,,,,,,,,,,,,,,,,"-1,022359943E1","1,930039978E1","4,163859940E1",,,
"1,054055599E2",,,,,,,,,,,,,,,,,,,,,"1,010818665E3",,
"1,054104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,284375000E1"
"1,054121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,054245684E2",,,,,,,,"-4,549433708E0","1,190420866E0","2,266156197E0",,,,,,,,,,,,,
"1,054403592E2",,,,,,,,,,,,,,,,,,"-3,884479904E1","5,038599968E0","8,857199669E0",,,
"1,054816349E2",,,,"-8,918632567E-2","3,781255782E-1","-1,408044398E-1",,,,,,,,,,,,,,,,,
"1,054939519E2","1,993819475E0","-2,440080881E0","-1,585245013E0",,,,,,,,,,,,,,,,,,,,
"1,055055599E2",,,,,,,,,,,,,,,,,,,,,"1,010983643E3",,
"1,055104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,287109375E1"
"1,055121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,055245684E2",,,,,,,,"-5,490535736E0","3,347859859E0","1,113842010E0",,,,,,,,,,,,,
"1,055403592E2",,,,,,,,,,,,,,,,,,"-4,001599884E1","6,221999645E0","5,660799980E0",,,
"1,055816349E2",,,,"5,667302608E-1","1,085507512E0","2,448042393E0",,,,,,,,,,,,,,,,,
"1,055939519E2","5,305486202E0","-3,523431301E0","-2,575275421E0",,,,,,,,,,,,,,,,,,,,
"1,056055599E2",,,,,,,,,,,,,,,,,,,,,"1,011396179E3",,
"1,056104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,288671875E1"
"1,056121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,056245684E2",,,,,,,,"4,084730148E-1","9,873723984E-1","-1,169934034E0",,,,,,,,,,,,,
"1,056403592E2",,,,,,,,,,,,,,,,,,"-3,852759933E1","1,512799931E1","-5,978000164E-1",,,
"1,056816349E2",,,,"3,707951903E-1","5,375614166E-1","2,972775698E0",,,,,,,,,,,,,,,,,
"1,056939519E2","6,878168583E0","-1,017966557E1","-1,911267042E0",,,,,,,,,,,,,,,,,,,,
"1,057055599E2",,,,,,,,,,,,,,,,,,,,,"1,011090942E3",,
"1,057104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,285546875E1"
"1,057121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,057245684E2",,,,,,,,"3,096995831E0","-1,664334297E0","-9,253168106E-2",,,,,,,,,,,,,
"1,057403592E2",,,,,,,,,,,,,,,,,,"-3,306200027E1","2,590060043E1","-2,391200066E0",,,
"1,057816349E2",,,,"1,908953860E-2","-4,046982229E-1","1,208596945E0",,,,,,,,,,,,,,,,,
"1,057939519E2","7,834101200E0","-1,037886810E1","-2,709273338E0",,,,,,,,,,,,,,,,,,,,
"1,058055599E2",,,,,,,,,,,,,,,,,,,,,"1,010841919E3",,
"1,058104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,283203125E1"
"1,058121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,058163495E1",,,,"7,948883772E-1","-2,133446932E-1","5,032002330E-1",,,,,,,,,,,,,,,,,
"1,058245684E2",,,,,,,,"3,093479872E0","-5,653095245E-1","-2,268550396E0",,,,,,,,,,,,,
"1,058403592E2",,,,,,,,,,,,,,,,,,"-2,879199982E1","3,080500031E1","-1,573799968E0",,,
"1,058816349E2",,,,"-1,962404549E-1","-2,855795026E-1","-4,130976200E-1",,,,,,,,,,,,,,,,,
"1,058939519E2","6,723233223E0","-8,998807907E0","-2,867199659E0",,,,,,,,,,,,,,,,,,,,
"1,059055599E2",,,,,,,,,,,,,,,,,,,,,"1,010733459E3",,
"1,059104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,279687500E1"
"1,059121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,059245684E2",,,,,,,,"2,110161781E0","1,592788696E-1","-1,101258755E0",,,,,,,,,,,,,
"1,059395187E1","3,674777269E0","-1,329033470E1","-7,801798344E0",,,,,,,,,,,,,,,,,,,,
"1,059403592E2",,,,,,,,,,,,,,,,,,"-3,091479874E1","3,028039932E1","-4,391999841E-1",,,
"1,059816349E2",,,,"-3,478877544E-1","-1,980730593E-1","-1,736689925E0",,,,,,,,,,,,,,,,,
"1,059939519E2","4,580460548E0","-9,064012527E0","-2,240280151E0",,,,,,,,,,,,,,,,,,,,
"1,060055599E2",,,,,,,,,,,,,,,,,,,,,"1,011126343E3",,
"1,060104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,284765625E1"
"1,060121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,060245684E2",,,,,,,,"4,645400047E-1","-1,651853561E0","-3,631424904E-2",,,,,,,,,,,,,
"1,060403592E2",,,,,,,,,,,,,,,,,,"-3,542879868E1","2,485140038E1","-1,012599945E0",,,
"1,060515872E2",,,,,,,,,,,"5,201062432E1","5,094807556E0","3,199207043E0","4,812320232E0","2,265998688E2","5,615573406E0","3,000000000E0",,,,,,
"1,060555995E1",,,,,,,,,,,,,,,,,,,,,"1,011229614E3",,
"1,060816349E2",,,,"-6,562219858E-1","-2,605340183E-1","-2,365881205E0",,,,,,,,,,,,,,,,,
"1,060877554E0",,,,,,,"6,605194824E3",,,,,,,,,,,,,,,,
"1,060939519E2","7,018148899E0","-8,428717613E0","-2,270788670E0",,,,,,,,,,,,,,,,,,,,
"1,061041375E1",,,,,,,,,,,,,,,,,,,,,,,"3,508984375E1"
"1,061055599E2",,,,,,,,,,,,,,,,,,,,,"1,010830994E3",,
"1,061104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,281640625E1"
"1,061121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,061218400E1",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,061245684E2",,,,,,,,"-1,546638966E0","-1,495946884E0","8,914849758E-1",,,,,,,,,,,,,
"1,061403592E2",,,,,,,,,,,,,,,,,,"-4,086999893E1","1,620159912E1","1,781199932E0",,,
"1,061816349E2",,,,"-1,070388675E0","-9,460775256E-1","-1,505019307E0",,,,,,,,,,,,,,,,,
"1,061939519E2","3,949353695E0","-4,776672363E0","-1,571486235E0",,,,,,,,,,,,,,,,,,,,
"1,062031779E1",,,,,,,,"1,697755337E0","-1,493930817E-3","1,310286999E0",,,,,,,,,,,,,
"1,062055599E2",,,,,,,,,,,,,,,,,,,,,"1,010724365E3",,
"1,062104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,279687500E1"
"1,062121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,062245684E2",,,,,,,,"-2,937540531E0","-6,589493752E-1","2,299316168E0",,,,,,,,,,,,,
"1,062403592E2",,,,,,,,,,,,,,,,,,"-4,284639740E1","7,929999828E0","6,380599976E0",,,
"1,062816349E2",,,,"-2,643519342E-1","-1,957823038E-1","-7,203628421E-1",,,,,,,,,,,,,,,,,
"1,062939519E2","1,512862086E0","-2,036890268E0","-1,548156261E0",,,,,,,,,,,,,,,,,,,,
"1,063055599E2",,,,,,,,,,,,,,,,,,,,,"1,010798584E3",,
"1,063104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,278906250E1"
"1,063121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,063245684E2",,,,,,,,"-6,328796387E0","3,613148212E0","2,044644356E0",,,,,,,,,,,,,
"1,063403592E2",,,,,,,,,,,,,,,,,,"-4,346859741E1","6,343999863E0","6,258599758E0",,,
"1,063816349E2",,,,"7,925976515E-1","1,362076759E0","2,053576231E0",,,,,,,,,,,,,,,,,
"1,063939519E2","6,267400742E0","-5,769693375E0","-2,332403898E0",,,,,,,,,,,,,,,,,,,,
"1,064035919E1",,,,,,,,,,,,,,,,,,"-5,733999729E0","2,353380013E1","3,966220093E1",,,
"1,064055599E2",,,,,,,,,,,,,,,,,,,,,"1,011278015E3",,
"1,064104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,282421875E1"
"1,064121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,064245684E2",,,,,,,,"-5,798749924E-1","1,714503288E0","-1,099317551E0",,,,,,,,,,,,,
"1,064403592E2",,,,,,,,,,,,,,,,,,"-4,182159805E1","1,420079994E1","-1,341999918E-1",,,
"1,064816349E2",,,,"6,293439269E-1","6,278167367E-1","2,689181566E0",,,,,,,,,,,,,,,,,
"1,064939519E2","6,254838467E0","-9,323633194E0","-2,700300455E0",,,,,,,,,,,,,,,,,,,,
"1,065055599E2",,,,,,,,,,,,,,,,,,,,,"1,011148315E3",,
"1,065104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,281640625E1"
"1,065121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,065245684E2",,,,,,,,"1,673197746E0","-1,494825363E0","-1,956586838E0",,,,,,,,,,,,,
"1,065403592E2",,,,,,,,,,,,,,,,,,"-3,688059998E1","2,485140038E1","-2,915799856E0",,,
"1,065816349E2",,,,"1,823432744E-1","-4,494441152E-1","1,863139033E0",,,,,,,,,,,,,,,,,
